date,team,season,opponent,attendance,result,runs_scored,runs_allowed,month,day_of_week,is_weekend,is_opening_day,is_rival,is_playoff_race,game_number,result_binary,home_win_pct_20g,run_diff,run_diff_10g,win_streak,days_since_last_home,is_july4_week,is_memorial_day_week,is_labor_day_week,season_progress,market_size,is_promo_night,is_fireworks,team_encoded,spend_paid_social,spend_email,spend_broadcast,spend_ooh,spend_total
2019-05-19,ARI,2019,SFG,24061.0,L,2.0,3.0,5,6,1,0,0,0,24,0.0,0.45,-1.0,1.3,-2,1.0,0,0,0,0.2962962962962963,1,0.0,0,0,606.7938615419777,68.36463253371878,977.87489755646,217.20180829520132,1870.2351999273578
2019-05-31,ARI,2019,NYM,24664.0,L,4.0,5.0,5,4,1,0,0,0,25,0.0,0.4,-1.0,1.1,-3,12.0,0,1,0,0.3086419753086419,1,0.0,0,0,520.1559459630536,74.26571584163453,996.9596596309764,568.6236549895045,2160.004976425169
2019-06-01,ARI,2019,NYM,34888.0,W-wo,6.0,5.0,6,5,1,0,0,0,26,1.0,0.4,1.0,0.9,1,1.0,0,0,0,0.3209876543209876,1,0.0,0,0,461.4651395277909,76.66549765046574,384.5899876250488,203.24515342267935,1125.9657782259849
2019-06-02,ARI,2019,NYM,26945.0,W,7.0,1.0,6,6,1,0,0,0,27,1.0,0.45,6.0,1.1,2,1.0,0,0,0,0.3333333333333333,1,0.0,0,0,505.1274701207949,64.90711611759576,400.08951499326383,177.98928164042863,1148.113382872083
2019-06-03,ARI,2019,LAD,24124.0,L,1.0,3.0,6,0,0,0,0,0,28,0.0,0.5,-2.0,1.9,-1,1.0,0,0,0,0.345679012345679,1,0.0,0,0,113.25112337238043,40.021709928319574,407.90638263194916,213.97882330616636,775.1580392388155
2019-06-04,ARI,2019,LAD,29784.0,L,0.0,9.0,6,1,0,0,0,0,29,0.0,0.5,-9.0,1.9,-2,1.0,0,0,0,0.3580246913580246,1,1.0,0,0,879.1094449274664,217.58627476717461,358.4356478981657,542.6337639074603,1997.7651315002672
2019-06-05,ARI,2019,LAD,22753.0,W-wo,3.0,2.0,6,2,0,0,0,0,30,1.0,0.45,1.0,0.4,1,1.0,0,0,0,0.3703703703703703,1,0.0,0,0,191.42689949381815,31.646082756104875,402.0823144740642,196.44720040115627,821.6024971251435
2019-06-18,ARI,2019,COL,22954.0,L,1.0,8.0,6,1,0,0,0,0,31,0.0,0.45,-7.0,0.9,-1,13.0,0,0,0,0.382716049382716,1,1.0,0,0,804.270233661687,211.89570559958352,434.8101386134327,486.7492436762723,1937.7253215509754
2019-06-19,ARI,2019,COL,21773.0,L,4.0,6.0,6,2,0,0,0,0,32,0.0,0.45,-2.0,-0.8,-2,1.0,0,0,0,0.3950617283950617,1,1.0,0,0,880.0730926986091,220.67788727098682,420.17626901407925,491.57223988382805,2012.4994888675033
2019-06-20,ARI,2019,COL,23294.0,L,4.0,6.0,6,3,0,0,0,0,33,0.0,0.45,-2.0,-1.7,-3,1.0,0,0,0,0.4074074074074074,1,0.0,0,0,139.86486846784834,37.8739159978564,323.85728442532815,252.27946171311686,753.8755306041497
2019-06-21,ARI,2019,SFG,29312.0,L,5.0,11.0,6,4,1,0,0,0,34,0.0,0.4,-6.0,-1.6,-4,1.0,0,0,0,0.419753086419753,1,1.0,1,0,1170.8749313534117,239.38928929225514,310.1987798279978,516.8696158962987,2237.332616369963
2019-06-22,ARI,2019,SFG,32082.0,L,4.0,7.0,6,5,1,0,0,0,35,0.0,0.35,-3.0,-2.1,-5,1.0,0,0,0,0.4320987654320987,1,0.0,0,0,435.8329935215012,76.5376607466392,391.0145093598508,190.44799759408642,1093.8331612220777
2019-06-23,ARI,2019,SFG,25071.0,W-wo,3.0,2.0,6,6,1,0,0,0,36,1.0,0.3,1.0,-2.3,1,1.0,0,0,0,0.4444444444444444,1,1.0,0,0,1120.85869780877,245.45394788973096,422.654298286223,541.450791244109,2330.417735228833
2019-06-24,ARI,2019,LAD,24675.0,W,8.0,5.0,6,0,0,0,0,0,37,1.0,0.35,3.0,-2.3,2,1.0,0,0,0,0.4567901234567901,1,0.0,0,0,158.52740370866468,44.25268121287713,374.9810926815118,189.34072287639893,767.1019004794525
2019-06-25,ARI,2019,LAD,27927.0,L,2.0,3.0,6,1,0,0,0,0,38,0.0,0.4,-1.0,-2.6,-1,1.0,0,0,0,0.4691358024691358,1,0.0,0,0,269.87870143725047,32.2867203771669,411.6818801125621,198.43046062202941,912.2777625490089
2019-06-26,ARI,2019,LAD,28752.0,W,8.0,2.0,6,2,0,0,0,0,39,1.0,0.4,6.0,-2.5,1,1.0,0,0,0,0.4814814814814814,1,0.0,0,0,282.58272961615995,36.97773573969765,385.0846787429989,180.11256614952563,884.7577102483821
2019-07-05,ARI,2019,COL,43056.0,W,8.0,0.0,7,4,1,0,0,0,40,1.0,0.4,8.0,-1.0,2,9.0,1,0,0,0.4938271604938271,1,0.0,1,0,925.9349418679809,75.80982575369877,948.1159131975161,634.6067615997237,2584.4674424189193
2019-07-06,ARI,2019,COL,28276.0,W,4.0,2.0,7,5,1,0,0,0,41,1.0,0.45,2.0,-0.3,3,1.0,1,0,0,0.5061728395061729,1,0.0,1,0,974.8050969822726,73.18785935305687,950.8441813178857,626.4766358382175,2625.3137734914326
2019-07-07,ARI,2019,COL,22964.0,W,5.0,3.0,7,6,1,0,0,0,42,1.0,0.45,2.0,0.6,4,1.0,1,0,0,0.5185185185185185,1,0.0,1,0,932.1756431150873,82.30663035097824,947.9902291934486,662.009389347775,2624.4818920072894
2019-07-18,ARI,2019,MIL,23985.0,L,1.0,5.0,7,3,0,0,0,0,43,0.0,0.45,-4.0,1.0,-1,11.0,0,0,0,0.5308641975308642,1,0.0,0,0,232.5451840681583,39.746134791738584,359.9661397594067,205.09123921294403,837.3486978322477
2019-07-19,ARI,2019,MIL,28505.0,W,10.0,7.0,7,4,1,0,0,0,44,1.0,0.45,3.0,0.8,1,1.0,0,0,0,0.5432098765432098,1,0.0,0,0,490.6098731865409,72.85677365036281,445.2494822122891,193.62838487949304,1202.3445139286857
2019-07-20,ARI,2019,MIL,38567.0,L,3.0,8.0,7,5,1,0,0,0,45,0.0,0.5,-5.0,1.7,-1,1.0,0,0,0,0.5555555555555556,1,0.0,1,0,450.70417627935785,86.76252442912083,410.4620410927674,179.1062184275679,1127.034960228814
2019-07-21,ARI,2019,MIL,33111.0,L,4.0,7.0,7,6,1,0,0,0,46,0.0,0.5,-3.0,1.5,-2,1.0,0,0,0,0.5679012345679012,1,0.0,0,0,446.7466313698738,74.66389352553307,354.90625597414976,220.2348200799707,1096.5516009495273
2019-07-22,ARI,2019,BAL,19192.0,W,6.0,3.0,7,0,0,0,0,0,47,1.0,0.45,3.0,1.1,1,1.0,0,0,0,0.5802469135802469,1,0.0,0,0,224.82132691937488,35.623072678797186,365.1560918967283,187.83048080458767,813.430972299488
2019-07-23,ARI,2019,BAL,20253.0,L,2.0,7.0,7,1,0,0,0,0,48,0.0,0.45,-5.0,1.1,-1,1.0,0,0,0,0.5925925925925926,1,0.0,0,0,302.68940247275725,41.74914993985645,336.73822369801786,205.13795231143922,886.3147284220709
2019-07-24,ARI,2019,BAL,20452.0,W,5.0,2.0,7,2,0,0,0,0,49,1.0,0.45,3.0,0.7,1,1.0,0,0,0,0.6049382716049383,1,0.0,0,0,220.07232001787034,40.308057099727726,393.93303052872005,191.7219417475225,846.0353493938406
2019-08-02,ARI,2019,WSN,24298.0,L,0.0,3.0,8,4,1,0,0,0,50,0.0,0.5,-3.0,0.4,-1,9.0,0,0,0,0.6172839506172839,1,1.0,0,0,1126.6035491396237,246.68585947330112,322.22519861662016,559.3301782368266,2254.844785466372
2019-08-03,ARI,2019,WSN,33966.0,W,18.0,7.0,8,5,1,0,0,0,51,1.0,0.45,11.0,-0.7,1,1.0,0,0,0,0.6296296296296297,1,0.0,0,0,601.9052314705956,78.0142746402365,363.3503267186078,181.38880965307982,1224.6586424825198
2019-08-04,ARI,2019,WSN,22976.0,W,7.0,5.0,8,6,1,0,0,0,52,1.0,0.5,2.0,0.2,2,1.0,0,0,0,0.6419753086419753,1,0.0,0,0,531.9621553055961,73.09132282438672,403.9666573426879,167.35615911132948,1176.376294584
2019-08-05,ARI,2019,PHI,18319.0,L,3.0,7.0,8,0,0,0,0,0,53,0.0,0.55,-4.0,0.2,-1,1.0,0,0,0,0.654320987654321,1,0.0,0,0,213.0568821087377,39.355635952617085,396.93479224570484,208.2231362336688,857.5704465407284
2019-08-06,ARI,2019,PHI,17446.0,W,8.0,4.0,8,1,0,0,0,0,54,1.0,0.55,4.0,0.2,1,1.0,0,0,0,0.6666666666666666,1,0.0,0,0,219.36926727177237,38.441817944478416,397.4414484932951,199.7058761829501,854.958409892496
2019-08-07,ARI,2019,PHI,18140.0,W,6.0,1.0,8,2,0,0,0,0,55,1.0,0.6,5.0,0.3,2,1.0,0,0,0,0.6790123456790124,1,0.0,0,0,203.29196468564788,50.22326676368319,331.49045828726446,196.718765856307,781.7244555929025
2019-08-15,ARI,2019,SFG,19037.0,L,0.0,7.0,8,3,0,0,0,0,56,0.0,0.65,-7.0,1.3,-1,8.0,0,0,0,0.691358024691358,1,0.0,0,0,195.89557548492814,54.38870379872442,404.61848793206565,227.3532506505263,882.2560178662445
2019-08-16,ARI,2019,SFG,23642.0,L,9.0,10.0,8,4,1,0,0,0,57,0.0,0.6,-1.0,0.9,-2,1.0,0,0,0,0.7037037037037037,1,0.0,0,0,462.12147235067016,74.81499088786207,370.8258233773539,224.1376169681375,1131.8999035840236
2019-08-17,ARI,2019,SFG,35366.0,L,6.0,11.0,8,5,1,0,0,0,58,0.0,0.55,-5.0,0.5,-3,1.0,0,0,0,0.7160493827160493,1,0.0,0,0,543.001341596268,78.71275238945246,425.66713615824176,221.144394040853,1268.5256241848153
2019-08-18,ARI,2019,SFG,26079.0,W,6.0,1.0,8,6,1,0,0,0,59,1.0,0.55,5.0,0.5,1,1.0,0,0,0,0.7283950617283951,1,0.0,0,0,518.0932404594097,77.42774157733446,365.48676573885587,253.748509835068,1214.756257610668
2019-08-19,ARI,2019,COL,15443.0,W,5.0,3.0,8,0,0,0,0,0,60,1.0,0.55,2.0,0.7,2,1.0,0,0,0,0.7407407407407407,1,0.0,0,0,258.64876053892465,38.556850813183544,439.0075123990004,191.68717481000394,927.9002985611125
2019-08-20,ARI,2019,COL,17691.0,W,8.0,7.0,8,1,0,0,0,0,61,1.0,0.55,1.0,1.2,3,1.0,0,0,0,0.7530864197530864,1,0.0,0,0,193.41720395723996,38.48669260630665,391.48202834296444,235.2350412859985,858.6209661925095
2019-08-21,ARI,2019,COL,17707.0,L,2.0,7.0,8,2,0,0,0,0,62,0.0,0.55,-5.0,0.2,-1,1.0,0,0,0,0.7654320987654321,1,0.0,0,0,129.20272809344857,38.74850850445989,403.980681738874,193.3955283622452,765.3274466990276
2019-08-29,ARI,2019,LAD,22581.0,W,11.0,5.0,8,3,0,0,0,0,63,1.0,0.5,6.0,-0.5,1,8.0,0,0,0,0.7777777777777778,1,0.0,0,0,204.66043134418376,29.70999342783376,361.1227294735334,219.78222222423332,815.2753764697843
2019-08-30,ARI,2019,LAD,34149.0,W,5.0,4.0,8,4,1,0,0,0,64,1.0,0.55,1.0,0.5,2,1.0,0,0,0,0.7901234567901234,1,0.0,0,0,593.031126659985,70.43025460081314,360.6042572205419,138.42145169650553,1162.4870901778456
2019-08-31,ARI,2019,LAD,50180.0,W,6.0,5.0,8,5,1,0,0,0,65,1.0,0.55,1.0,0.2,3,1.0,0,0,0,0.8024691358024691,1,0.0,0,0,506.0381255040297,78.01629452222349,361.37398201362583,192.44336481939175,1137.8717668592708
2019-09-01,ARI,2019,LAD,34439.0,L,3.0,4.0,9,6,1,0,0,1,66,0.0,0.6,-1.0,-0.2,-1,1.0,0,0,1,0.8148148148148148,1,0.0,0,0,1006.9388213740082,206.2458913397315,1165.2527547346347,535.2769775292905,2913.7144449776647
2019-09-02,ARI,2019,SDP,23477.0,W,14.0,7.0,9,0,0,0,0,1,67,1.0,0.6,7.0,0.4,1,1.0,0,0,1,0.8271604938271605,1,0.0,0,0,681.0227229260698,165.75749854905283,1110.8037842930187,545.4240325185513,2503.0080382866927
2019-09-03,ARI,2019,SDP,15402.0,W,2.0,1.0,9,1,0,0,0,1,68,1.0,0.6,1.0,1.2,2,1.0,0,0,1,0.8395061728395061,1,1.0,0,0,1313.480754632669,331.7579354251014,1123.2678075291226,832.4910282900919,3600.9975258769846
2019-09-04,ARI,2019,SDP,18096.0,W,4.0,1.0,9,2,0,0,0,1,69,1.0,0.65,3.0,1.8,3,1.0,0,0,1,0.8518518518518519,1,1.0,0,0,1344.7964526896023,338.12155846942994,1171.5717154000708,807.1988648726116,3661.6885914317145
2019-09-13,ARI,2019,CIN,35158.0,L,3.0,4.0,9,4,1,0,0,1,70,0.0,0.65,-1.0,1.6,-1,9.0,0,0,0,0.8641975308641975,1,0.0,0,0,994.8219974332524,213.33336056817188,1147.011884319088,233.6569367747455,2588.824179095258
2019-09-14,ARI,2019,CIN,35151.0,W,1.0,0.0,9,5,1,0,0,1,71,1.0,0.65,1.0,1.3,1,1.0,0,0,0,0.8765432098765432,1,1.0,0,0,1733.112225008252,361.70855814101634,1117.9385020245243,562.916714591238,3775.6759997650306
2019-09-15,ARI,2019,CIN,25193.0,L,1.0,3.0,9,6,1,0,0,1,72,0.0,0.65,-2.0,1.3,-1,1.0,0,0,0,0.8888888888888888,1,0.0,0,0,1032.298895920674,195.61480934809052,1138.3453571817588,161.20723351603522,2527.466295966559
2019-09-16,ARI,2019,MIA,15897.0,W,7.0,5.0,9,0,0,0,0,1,73,1.0,0.6,2.0,1.6,1,1.0,0,0,0,0.9012345679012346,1,0.0,0,0,735.409637967538,164.31791478649248,1074.8358120800644,210.382122638417,2184.945487472512
2019-09-17,ARI,2019,MIA,19745.0,L,6.0,12.0,9,1,0,0,0,1,74,0.0,0.65,-6.0,1.2,-1,1.0,0,0,0,0.9135802469135802,1,0.0,0,0,790.9388373176477,170.48896368364103,1070.908197515223,220.84858522726051,2253.1845837437722
2019-09-18,ARI,2019,MIA,17731.0,W,5.0,4.0,9,2,0,0,0,1,75,1.0,0.6,1.0,0.5,1,1.0,0,0,0,0.925925925925926,1,0.0,0,0,793.6568042272348,161.7055862420763,1143.9557762001552,218.33300698503317,2317.6511736544994
2019-09-23,ARI,2019,STL,24826.0,L,7.0,9.0,9,0,0,0,0,1,76,0.0,0.6,-2.0,0.5,-1,5.0,0,0,0,0.9382716049382716,1,0.0,0,0,721.9874303784848,169.9736341380139,1231.185389554019,170.92603642270115,2294.0724904932185
2019-09-24,ARI,2019,STL,26097.0,W-wo,3.0,2.0,9,1,0,0,0,1,77,1.0,0.6,1.0,0.4,1,1.0,0,0,0,0.9506172839506172,1,0.0,0,0,744.7366444824798,162.53967795626014,1203.2122255058387,216.0629771175528,2326.551525062131
2019-09-25,ARI,2019,STL,21420.0,W,9.0,7.0,9,2,0,0,0,1,78,1.0,0.65,2.0,-0.2,2,1.0,0,0,0,0.9629629629629628,1,0.0,0,0,761.569770480177,170.57881957520547,1222.3483348097272,211.21427885683647,2365.711203721946
2019-09-27,ARI,2019,SDP,32244.0,W,6.0,3.0,9,4,1,0,0,1,79,1.0,0.7,3.0,-0.1,3,2.0,0,0,0,0.9753086419753086,1,0.0,0,0,1036.0484689128891,198.4952927071548,1149.0725784479403,201.48293161102927,2585.099271679014
2019-09-28,ARI,2019,SDP,46477.0,W,6.0,5.0,9,5,1,0,0,1,80,1.0,0.7,1.0,-0.1,4,1.0,0,0,0,0.9876543209876544,1,0.0,0,0,969.845771259668,197.7746173454594,1107.8406300248641,230.2852253798369,2505.7462440098284
2021-04-09,ARI,2021,CIN,19385.0,L,5.0,6.0,4,4,1,1,0,0,1,0.0,0.5,-1.0,0.0,-1,3.0,0,0,0,0.0123456790123456,1,0.0,0,0,2219.9593093761737,330.8657415828886,4510.524557300368,1067.494312033725,8128.843920293155
2021-04-10,ARI,2021,CIN,13208.0,W,8.0,3.0,4,5,1,0,0,0,2,1.0,0.5,5.0,0.0,1,1.0,0,0,0,0.0246913580246913,1,1.0,0,0,1185.8650311067713,234.80567902718798,1007.5555866931587,511.50070920030174,2939.7270060274195
2021-04-11,ARI,2021,CIN,10981.0,W,7.0,0.0,4,6,1,0,0,0,3,1.0,0.5,7.0,0.0,2,1.0,0,0,0,0.037037037037037,1,0.0,0,0,539.4045528858173,70.3602550485814,944.9666226488021,248.67431153844925,1803.40574212165
2021-04-12,ARI,2021,OAK,8768.0,L,5.0,9.0,4,0,0,0,0,0,4,0.0,0.5,-4.0,3.6666666666666665,-1,1.0,0,0,0,0.0493827160493827,1,0.0,0,0,170.2495549317901,46.3320589960782,1068.4006984275684,182.16336718995873,1467.1456795453955
2021-04-13,ARI,2021,OAK,7010.0,L,5.0,7.0,4,1,0,0,0,0,5,0.0,0.5,-2.0,1.75,-2,1.0,0,0,0,0.0617283950617283,1,0.0,0,0,200.63367389291827,46.56225598829729,1091.306856459427,261.56576462599725,1600.0685509666398
2021-04-27,ARI,2021,SDP,10486.0,W,5.0,1.0,4,1,0,0,0,0,6,1.0,0.4,4.0,1.0,1,14.0,0,0,0,0.074074074074074,1,1.0,0,0,810.6093460214194,210.1223691948994,1078.9627138242272,494.72533490266756,2594.419763943213
2021-04-28,ARI,2021,SDP,9495.0,L,3.0,12.0,4,2,0,0,0,0,7,0.0,0.5,-9.0,1.5,-1,1.0,0,0,0,0.0864197530864197,1,0.0,0,0,196.30340639292402,28.062675785704144,1110.7266338630468,246.0204162391886,1581.1131322808635
2021-04-29,ARI,2021,COL,6843.0,W,5.0,3.0,4,3,0,0,0,0,8,1.0,0.4285714285714285,2.0,0.0,1,1.0,0,0,0,0.0987654320987654,1,0.0,0,0,262.9838453360622,46.286951161507865,1081.2260901318398,181.52616915627814,1572.023055785688
2021-04-30,ARI,2021,COL,13184.0,W,7.0,2.0,4,4,1,0,0,0,9,1.0,0.5,5.0,0.25,2,1.0,0,0,0,0.1111111111111111,1,0.0,0,0,585.93299504649,77.36019834114407,1065.4726822466257,223.96672322785014,1952.73259886211
2021-05-01,ARI,2021,COL,15734.0,L,6.0,14.0,5,5,1,0,0,0,10,0.0,0.5555555555555556,-8.0,0.7777777777777778,-1,1.0,0,0,0,0.1234567901234567,1,0.0,0,0,550.0091126549307,73.05409546795435,1012.8451564144551,232.42111751413626,1868.3294820514766
2021-05-02,ARI,2021,COL,11395.0,W,8.0,4.0,5,6,1,0,0,0,11,1.0,0.5,4.0,-0.1,1,1.0,0,0,0,0.1358024691358024,1,0.0,0,0,544.9693083769766,62.98828089593119,1047.5885445321826,193.28074506694767,1848.8268788720382
2021-05-10,ARI,2021,MIA,6307.0,W,5.0,2.0,5,0,0,0,0,0,12,1.0,0.5454545454545454,3.0,0.4,2,8.0,0,0,0,0.1481481481481481,1,0.0,0,0,237.07939314884254,46.96942234673911,1008.0483205461228,229.23985792670817,1521.3369939684126
2021-05-11,ARI,2021,MIA,5560.0,W,11.0,3.0,5,1,0,0,0,0,13,1.0,0.5833333333333334,8.0,0.2,3,1.0,0,0,0,0.1604938271604938,1,0.0,0,0,208.30929725165208,52.72244689743367,1038.592249915692,186.26695545673525,1485.8909495215132
2021-05-12,ARI,2021,MIA,5714.0,L,2.0,3.0,5,2,0,0,0,0,14,0.0,0.6153846153846154,-1.0,0.3,-1,1.0,0,0,0,0.1728395061728395,1,0.0,0,0,205.66056375346366,44.90354970934765,1123.9753565249152,196.7822573295166,1571.3217273172431
2021-05-13,ARI,2021,MIA,5967.0,L,1.0,5.0,5,3,0,0,0,0,15,0.0,0.5714285714285714,-4.0,0.6,-2,1.0,0,0,0,0.1851851851851851,1,0.0,0,0,180.68638542532267,50.09804287299016,1060.3569371093843,214.59048748458795,1505.7318528922851
2021-05-14,ARI,2021,WSN,11907.0,L,2.0,17.0,5,4,1,0,0,0,16,0.0,0.5333333333333333,-15.0,0.4,-3,1.0,0,0,0,0.1975308641975308,1,1.0,0,0,1146.1799427810695,238.11278023075997,1066.6151240114466,526.9437449213581,2977.8515919446345
2021-05-15,ARI,2021,WSN,13462.0,W,11.0,4.0,5,5,1,0,0,0,17,1.0,0.5,7.0,-1.5,1,1.0,0,0,0,0.2098765432098765,1,0.0,0,0,616.4361421076788,76.33402491475246,1026.3722761168476,222.24788157716213,1941.390324716441
2021-05-16,ARI,2021,WSN,11619.0,L,0.0,3.0,5,6,1,0,0,0,18,0.0,0.5294117647058824,-3.0,0.1,-1,1.0,0,0,0,0.2222222222222222,1,1.0,0,0,1184.8078570520308,238.1532546006076,1150.2895067895222,539.1989478096355,3112.4495662517966
2021-05-25,ARI,2021,SFG,10311.0,L,0.0,8.0,5,1,0,0,0,0,19,0.0,0.5,-8.0,-0.4,-2,9.0,0,1,0,0.2345679012345679,1,0.0,0,0,194.53236621170802,34.744569382408955,977.9088687968786,655.3945705451382,1862.580374936134
